Date,Rank,Title,Type,Netflix Release Date,Days In Top 10
6/9/2021,10,Army of the Dead,Movie,21-May-21,18
6/10/2021,1,Sweet Tooth,TV Show,4-Jun-21,6
6/10/2021,2,Awake,Movie,9-Jun-21,1
6/10/2021,3,Lucifer,TV Show,15-Dec-18,34
6/10/2021,4,Cocomelon,TV Show,1-Jun-20,230
6/10/2021,5,Dirty John,TV Show,25-Nov-19,10
6/10/2021,6,2 Hearts,Movie,2-Jun-21,8
6/10/2021,7,Home,Movie,25-May-21,16
6/10/2021,8,Dog Gone Trouble,Movie,28-May-21,13
6/10/2021,9,Monsters vs. Aliens,Movie,1-Jun-21,6
6/10/2021,10,Bo Burnham: Inside,Stand-Up Comedy,30-May-21,2
6/11/2021,1,Sweet Tooth,TV Show,4-Jun-21,7
6/11/2021,2,Awake,Movie,9-Jun-21,2
6/11/2021,3,Manifest,TV Show,10-Jun-21,1
6/11/2021,4,Lucifer,TV Show,15-Dec-18,35
6/11/2021,5,Cocomelon,TV Show,1-Jun-20,231
6/11/2021,6,Dirty John,TV Show,25-Nov-19,11
6/11/2021,7,2 Hearts,Movie,2-Jun-21,9
6/11/2021,8,Home,Movie,25-May-21,17
6/11/2021,9,Dog Gone Trouble,Movie,28-May-21,14
6/11/2021,10,L.A.'s Finest,TV Show,5-Jan-21,14
6/12/2021,1,Sweet Tooth,TV Show,4-Jun-21,8
6/12/2021,2,Manifest,TV Show,10-Jun-21,2
6/12/2021,3,Awake,Movie,9-Jun-21,3
6/12/2021,4,Wish Dragon,Movie,11-Jun-21,1
6/12/2021,5,Lupin,TV Show,8-Jan-21,15
6/12/2021,6,Cocomelon,TV Show,1-Jun-20,232
6/12/2021,7,Lucifer,TV Show,15-Dec-18,36
6/12/2021,8,Home,Movie,25-May-21,18
6/12/2021,9,L.A.'s Finest,TV Show,5-Jan-21,15
6/12/2021,10,2 Hearts,Movie,2-Jun-21,10
6/13/2021,1,Manifest,TV Show,10-Jun-21,3
6/13/2021,2,Sweet Tooth,TV Show,4-Jun-21,9
6/13/2021,3,Wish Dragon,Movie,11-Jun-21,2
6/13/2021,4,Awake,Movie,9-Jun-21,4
6/13/2021,5,Lupin,TV Show,8-Jan-21,16
6/13/2021,6,Cocomelon,TV Show,1-Jun-20,233
6/13/2021,7,Lucifer,TV Show,15-Dec-18,37
6/13/2021,8,L.A.'s Finest,TV Show,5-Jan-21,16
6/13/2021,9,Home,Movie,25-May-21,19
6/13/2021,10,2 Hearts,Movie,2-Jun-21,11
6/14/2021,1,Manifest,TV Show,10-Jun-21,4
6/14/2021,2,Sweet Tooth,TV Show,4-Jun-21,10
6/14/2021,3,Wish Dragon,Movie,11-Jun-21,3
6/14/2021,4,Awake,Movie,9-Jun-21,5
6/14/2021,5,Lupin,TV Show,8-Jan-21,17
6/14/2021,6,Cocomelon,TV Show,1-Jun-20,234
6/14/2021,7,Lucifer,TV Show,15-Dec-18,38
6/14/2021,8,L.A.'s Finest,TV Show,5-Jan-21,17
6/14/2021,9,A Haunted House 2,Movie,10-Jun-21,1
6/14/2021,10,Home,Movie,25-May-21,20
6/15/2021,1,Manifest,TV Show,10-Jun-21,5
6/15/2021,2,Wish Dragon,Movie,11-Jun-21,4
6/15/2021,3,Sweet Tooth,TV Show,4-Jun-21,11
6/15/2021,4,Lupin,TV Show,8-Jan-21,18
6/15/2021,5,Awake,Movie,9-Jun-21,6
6/15/2021,6,Cocomelon,TV Show,1-Jun-20,235
6/15/2021,7,Lucifer,TV Show,15-Dec-18,39
6/15/2021,8,L.A.'s Finest,TV Show,5-Jan-21,18
6/15/2021,9,A Haunted House 2,Movie,10-Jun-21,2
6/15/2021,10,The Devil Below,Movie,13-Jun-21,1
6/16/2021,1,Manifest,TV Show,10-Jun-21,6
6/16/2021,2,Wish Dragon,Movie,11-Jun-21,5
6/16/2021,3,Sweet Tooth,TV Show,4-Jun-21,12
6/16/2021,4,Lupin,TV Show,8-Jan-21,19
6/16/2021,5,Workin' Moms,TV Show,22-Feb-19,7
6/16/2021,6,Cocomelon,TV Show,1-Jun-20,236
6/16/2021,7,Lucifer,TV Show,15-Dec-18,40
6/16/2021,8,Awake,Movie,9-Jun-21,7
6/16/2021,9,L.A.'s Finest,TV Show,5-Jan-21,19
6/16/2021,10,The Devil Below,Movie,13-Jun-21,2
6/17/2021,1,Manifest,TV Show,10-Jun-21,7
6/17/2021,2,Wish Dragon,Movie,11-Jun-21,6
6/17/2021,3,Sweet Tooth,TV Show,4-Jun-21,13
6/17/2021,4,Workin' Moms,TV Show,22-Feb-19,8
6/17/2021,5,Lupin,TV Show,8-Jan-21,20
6/17/2021,6,Cocomelon,TV Show,1-Jun-20,237
6/17/2021,7,Lucifer,TV Show,15-Dec-18,41
6/17/2021,8,The Devil Below,Movie,13-Jun-21,3
6/17/2021,9,L.A.'s Finest,TV Show,5-Jan-21,20
6/17/2021,10,Awake,Movie,9-Jun-21,8
6/18/2021,1,Manifest,TV Show,10-Jun-21,8
6/18/2021,2,Wish Dragon,Movie,11-Jun-21,7
6/18/2021,3,Sweet Tooth,TV Show,4-Jun-21,14
6/18/2021,4,Workin' Moms,TV Show,22-Feb-19,9
6/18/2021,5,Cocomelon,TV Show,1-Jun-20,238
6/18/2021,6,Lupin,TV Show,8-Jan-21,21
6/18/2021,7,Black Summer,TV Show,11-Apr-19,1
6/18/2021,8,Lucifer,TV Show,15-Dec-18,42
6/18/2021,9,Ragnarok,TV Show,31-Jan-20,9
6/18/2021,10,L.A.'s Finest,TV Show,5-Jan-21,21
6/19/2021,1,Fatherhood,Movie,18-Jun-21,1
6/19/2021,2,Manifest,TV Show,10-Jun-21,9
6/19/2021,3,Wish Dragon,Movie,11-Jun-21,8
6/19/2021,4,Sweet Tooth,TV Show,4-Jun-21,15
6/19/2021,5,Cocomelon,TV Show,1-Jun-20,239
6/19/2021,6,Workin' Moms,TV Show,22-Feb-19,10
6/19/2021,7,Black Summer,TV Show,11-Apr-19,2
6/19/2021,8,Ãlite,TV Show,5-Oct-18,1
6/19/2021,9,Ragnarok,TV Show,31-Jan-20,10
6/19/2021,10,Lupin,TV Show,8-Jan-21,22
6/20/2021,1,Fatherhood,Movie,18-Jun-21,2
6/20/2021,2,Manifest,TV Show,10-Jun-21,10
6/20/2021,3,Wish Dragon,Movie,11-Jun-21,9
6/20/2021,4,Sweet Tooth,TV Show,4-Jun-21,16
6/20/2021,5,Black Summer,TV Show,11-Apr-19,3
6/20/2021,6,Ãlite,TV Show,5-Oct-18,2
6/20/2021,7,Cocomelon,TV Show,1-Jun-20,240
6/20/2021,8,Workin' Moms,TV Show,22-Feb-19,11
6/20/2021,9,Ragnarok,TV Show,31-Jan-20,11
6/20/2021,10,Lupin,TV Show,8-Jan-21,23
6/21/2021,1,Fatherhood,Movie,18-Jun-21,3
6/21/2021,2,Manifest,TV Show,10-Jun-21,11
6/21/2021,3,Wish Dragon,Movie,11-Jun-21,10
6/21/2021,4,Sweet Tooth,TV Show,4-Jun-21,17
6/21/2021,5,Black Summer,TV Show,11-Apr-19,4
6/21/2021,6,Ãlite,TV Show,5-Oct-18,3
6/21/2021,7,Cocomelon,TV Show,1-Jun-20,241
6/21/2021,8,The World's Most Amazing Va…,TV Show,18-Jun-21,1
6/21/2021,9,Workin' Moms,TV Show,22-Feb-19,12
6/21/2021,10,Ragnarok,TV Show,31-Jan-20,12
6/22/2021,1,Fatherhood,Movie,18-Jun-21,4
6/22/2021,2,Manifest,TV Show,10-Jun-21,12
6/22/2021,3,Wish Dragon,Movie,11-Jun-21,11
6/22/2021,4,Sweet Tooth,TV Show,4-Jun-21,18
6/22/2021,5,Ãlite,TV Show,5-Oct-18,4
6/22/2021,6,Cocomelon,TV Show,1-Jun-20,242
6/22/2021,7,Black Summer,TV Show,11-Apr-19,5
6/22/2021,8,Workin' Moms,TV Show,22-Feb-19,13
6/22/2021,9,The World's Most Amazing Va…,TV Show,18-Jun-21,2
6/22/2021,10,Ragnarok,TV Show,31-Jan-20,13
6/23/2021,1,Fatherhood,Movie,18-Jun-21,5
6/23/2021,2,Manifest,TV Show,10-Jun-21,13
6/23/2021,3,Wish Dragon,Movie,11-Jun-21,12
6/23/2021,4,Cocomelon,TV Show,1-Jun-20,243
6/23/2021,5,Sweet Tooth,TV Show,4-Jun-21,19
6/23/2021,6,Ãlite,TV Show,5-Oct-18,5
6/23/2021,7,The World's Most Amazing Va…,TV Show,18-Jun-21,3
6/23/2021,8,Black Summer,TV Show,11-Apr-19,6
6/23/2021,9,Workin' Moms,TV Show,22-Feb-19,14
6/23/2021,10,Lucifer,TV Show,15-Dec-18,43
6/24/2021,1,Manifest,TV Show,10-Jun-21,14
6/24/2021,2,Fatherhood,Movie,18-Jun-21,6
6/24/2021,3,Too Hot to Handle,TV Show,17-Apr-20,16
6/24/2021,4,Cocomelon,TV Show,1-Jun-20,244
6/24/2021,5,Wish Dragon,Movie,11-Jun-21,13
6/24/2021,6,Good on Paper,Movie,23-Jun-21,1
6/24/2021,7,Sweet Tooth,TV Show,4-Jun-21,20
6/24/2021,8,Ãlite,TV Show,5-Oct-18,6
6/24/2021,9,The World's Most Amazing Va…,TV Show,18-Jun-21,4
6/24/2021,10,Black Summer,TV Show,11-Apr-19,7
6/25/2021,1,Manifest,TV Show,10-Jun-21,15
6/25/2021,2,Fatherhood,Movie,18-Jun-21,7
6/25/2021,3,Too Hot to Handle,TV Show,17-Apr-20,17
6/25/2021,4,Good on Paper,Movie,23-Jun-21,2
6/25/2021,5,Cocomelon,TV Show,1-Jun-20,245
6/25/2021,6,Wish Dragon,Movie,11-Jun-21,14
6/25/2021,7,Sweet Tooth,TV Show,4-Jun-21,21
6/25/2021,8,The World's Most Amazing Va…,TV Show,18-Jun-21,5
6/25/2021,9,Black Summer,TV Show,11-Apr-19,8
6/25/2021,10,Ãlite,TV Show,5-Oct-18,7
6/26/2021,1,The Ice Road,Movie,25-Jun-21,1
6/26/2021,2,Manifest,TV Show,10-Jun-21,16
6/26/2021,3,Fatherhood,Movie,18-Jun-21,8
6/26/2021,4,Too Hot to Handle,TV Show,17-Apr-20,18
6/26/2021,5,Good on Paper,Movie,23-Jun-21,3
6/26/2021,6,Sex/Life,TV Show,25-Jun-21,1
6/26/2021,7,Cocomelon,TV Show,1-Jun-20,246
6/26/2021,8,Wish Dragon,Movie,11-Jun-21,15
6/26/2021,9,Sweet Tooth,TV Show,4-Jun-21,22
6/26/2021,10,The World's Most Amazing Va…,TV Show,18-Jun-21,6
6/27/2021,1,The Ice Road,Movie,25-Jun-21,2
6/27/2021,2,Manifest,TV Show,10-Jun-21,17
6/27/2021,3,Fatherhood,Movie,18-Jun-21,9
6/27/2021,4,Sex/Life,TV Show,25-Jun-21,2
6/27/2021,5,Good on Paper,Movie,23-Jun-21,4
6/27/2021,6,Too Hot to Handle,TV Show,17-Apr-20,19
6/27/2021,7,Cocomelon,TV Show,1-Jun-20,247
6/27/2021,8,Wish Dragon,Movie,11-Jun-21,16
6/27/2021,9,The World's Most Amazing Va…,TV Show,18-Jun-21,7
6/27/2021,10,Sweet Tooth,TV Show,4-Jun-21,23
6/28/2021,1,The Ice Road,Movie,25-Jun-21,3
6/28/2021,2,Manifest,TV Show,10-Jun-21,18
6/28/2021,3,Fatherhood,Movie,18-Jun-21,10
6/28/2021,4,Sex/Life,TV Show,25-Jun-21,3
6/28/2021,5,Good on Paper,Movie,23-Jun-21,5
6/28/2021,6,Too Hot to Handle,TV Show,17-Apr-20,20
6/28/2021,7,Cocomelon,TV Show,1-Jun-20,248
6/28/2021,8,The World's Most Amazing Va…,TV Show,18-Jun-21,8
6/28/2021,9,Wish Dragon,Movie,11-Jun-21,17
6/28/2021,10,Sweet Tooth,TV Show,4-Jun-21,24
6/29/2021,1,Manifest,TV Show,10-Jun-21,19
6/29/2021,2,The Ice Road,Movie,25-Jun-21,4
6/29/2021,3,Sex/Life,TV Show,25-Jun-21,4
6/29/2021,4,The Seven Deadly Sins,TV Show,1-Nov-15,13
6/29/2021,5,Fatherhood,Movie,18-Jun-21,11
6/29/2021,6,Cocomelon,TV Show,1-Jun-20,249
6/29/2021,7,Too Hot to Handle,TV Show,17-Apr-20,21
6/29/2021,8,Good on Paper,Movie,23-Jun-21,6
6/29/2021,9,Wish Dragon,Movie,11-Jun-21,18
6/29/2021,10,Sweet Tooth,TV Show,4-Jun-21,25
6/30/2021,1,Manifest,TV Show,10-Jun-21,20
6/30/2021,2,The Ice Road,Movie,25-Jun-21,5
6/30/2021,3,Sex/Life,TV Show,25-Jun-21,5
6/30/2021,4,The Seven Deadly Sins,TV Show,1-Nov-15,14
6/30/2021,5,Fatherhood,Movie,18-Jun-21,12
6/30/2021,6,Cocomelon,TV Show,1-Jun-20,250
6/30/2021,7,Too Hot to Handle,TV Show,17-Apr-20,22
6/30/2021,8,Good on Paper,Movie,23-Jun-21,7
6/30/2021,9,Wish Dragon,Movie,11-Jun-21,19
6/30/2021,10,Sweet Tooth,TV Show,4-Jun-21,26
7/1/2021,1,Manifest,TV Show,10-Jun-21,21
7/1/2021,2,Too Hot to Handle,TV Show,17-Apr-20,23
7/1/2021,3,Sex/Life,TV Show,25-Jun-21,6
7/1/2021,4,The Ice Road,Movie,25-Jun-21,6
7/1/2021,5,Fatherhood,Movie,18-Jun-21,13
7/1/2021,6,The Seven Deadly Sins,TV Show,1-Nov-15,15
7/1/2021,7,Cocomelon,TV Show,1-Jun-20,251
7/1/2021,8,Sophie: A Murder in West Cork,TV Show,30-Jun-21,1
7/1/2021,9,Wish Dragon,Movie,11-Jun-21,20
7/1/2021,10,Good on Paper,Movie,23-Jun-21,8
7/2/2021,1,Manifest,TV Show,10-Jun-21,22
7/2/2021,2,Too Hot to Handle,TV Show,17-Apr-20,24
7/2/2021,3,Sex/Life,TV Show,25-Jun-21,7
7/2/2021,4,The Ice Road,Movie,25-Jun-21,7
7/2/2021,5,Sophie: A Murder in West Cork,TV Show,30-Jun-21,2
7/2/2021,6,Fatherhood,Movie,18-Jun-21,14
7/2/2021,7,Cocomelon,TV Show,1-Jun-20,252
7/2/2021,8,The Seven Deadly Sins,TV Show,1-Nov-15,16
7/2/2021,9,The Bureau of Magical Things,TV Show,1-Jul-21,1
7/2/2021,10,Wish Dragon,Movie,11-Jun-21,21
7/3/2021,1,Manifest,TV Show,10-Jun-21,23
7/3/2021,2,Sex/Life,TV Show,25-Jun-21,8
7/3/2021,3,Fear Street Part 1: 1994,Movie,2-Jul-21,1
7/3/2021,4,Too Hot to Handle,TV Show,17-Apr-20,25
7/3/2021,5,The Ice Road,Movie,25-Jun-21,8
7/3/2021,6,Fatherhood,Movie,18-Jun-21,15
7/3/2021,7,The Bureau of Magical Things,TV Show,1-Jul-21,2
7/3/2021,8,Cocomelon,TV Show,1-Jun-20,253
7/3/2021,9,Sophie: A Murder in West Cork,TV Show,30-Jun-21,3
7/3/2021,10,The Seven Deadly Sins,TV Show,1-Nov-15,17
7/4/2021,1,Manifest,TV Show,10-Jun-21,24
7/4/2021,2,Fear Street Part 1: 1994,Movie,2-Jul-21,2
7/4/2021,3,Sex/Life,TV Show,25-Jun-21,9
7/4/2021,4,Too Hot to Handle,TV Show,17-Apr-20,26
7/4/2021,5,The Ice Road,Movie,25-Jun-21,9
7/4/2021,6,Fatherhood,Movie,18-Jun-21,16
7/4/2021,7,Mother's Day,Movie,1-Jul-21,1
7/4/2021,8,Cocomelon,TV Show,1-Jun-20,254
7/4/2021,9,The Bureau of Magical Things,TV Show,1-Jul-21,3
7/4/2021,10,Sophie: A Murder in West Cork,TV Show,30-Jun-21,4
7/5/2021,1,Manifest,TV Show,10-Jun-21,25
7/5/2021,2,Sex/Life,TV Show,25-Jun-21,10
7/5/2021,3,Fear Street Part 1: 1994,Movie,2-Jul-21,3
7/5/2021,4,Mother's Day,Movie,1-Jul-21,2
7/5/2021,5,Too Hot to Handle,TV Show,17-Apr-20,27
7/5/2021,6,The Ice Road,Movie,25-Jun-21,10
7/5/2021,7,The Bureau of Magical Things,TV Show,1-Jul-21,4
7/5/2021,8,Fatherhood,Movie,18-Jun-21,17
7/5/2021,9,Cocomelon,TV Show,1-Jun-20,255
7/5/2021,10,Talladega Nights: The Balla…,Movie,1-Jul-21,1
7/6/2021,1,Manifest,TV Show,10-Jun-21,26
7/6/2021,2,Sex/Life,TV Show,25-Jun-21,11
7/6/2021,3,Fear Street Part 1: 1994,Movie,2-Jul-21,4
7/6/2021,4,Mother's Day,Movie,1-Jul-21,3
7/6/2021,5,Too Hot to Handle,TV Show,17-Apr-20,28
7/6/2021,6,Talladega Nights: The Balla…,Movie,1-Jul-21,2
7/6/2021,7,The Ice Road,Movie,25-Jun-21,11
7/6/2021,8,The Bureau of Magical Things,TV Show,1-Jul-21,5
7/6/2021,9,Cocomelon,TV Show,1-Jun-20,256
7/6/2021,10,Fatherhood,Movie,18-Jun-21,18
7/7/2021,1,Manifest,TV Show,10-Jun-21,27
7/7/2021,2,Sex/Life,TV Show,25-Jun-21,12
7/7/2021,3,Too Hot to Handle,TV Show,17-Apr-20,29
7/7/2021,4,Mother's Day,Movie,1-Jul-21,4
7/7/2021,5,Fear Street Part 1: 1994,Movie,2-Jul-21,5
7/7/2021,6,Cocomelon,TV Show,1-Jun-20,257
7/7/2021,7,The Bureau of Magical Things,TV Show,1-Jul-21,6
7/7/2021,8,Talladega Nights: The Balla…,Movie,1-Jul-21,3
7/7/2021,9,Kung Fu Panda,Movie,1-Jul-21,1
7/7/2021,10,The Ice Road,Movie,25-Jun-21,12
7/8/2021,1,Manifest,TV Show,10-Jun-21,28
7/8/2021,2,Sex/Life,TV Show,25-Jun-21,13
7/8/2021,3,Mother's Day,Movie,1-Jul-21,5
7/8/2021,4,Too Hot to Handle,TV Show,17-Apr-20,30
7/8/2021,5,Cocomelon,TV Show,1-Jun-20,258
7/8/2021,6,Fear Street Part 1: 1994,Movie,2-Jul-21,6
7/8/2021,7,The Bureau of Magical Things,TV Show,1-Jul-21,7
7/8/2021,8,Talladega Nights: The Balla…,Movie,1-Jul-21,4
7/8/2021,9,Kung Fu Panda,Movie,1-Jul-21,2
7/8/2021,10,The Ice Road,Movie,25-Jun-21,13
7/9/2021,1,Manifest,TV Show,10-Jun-21,29
7/9/2021,2,Sex/Life,TV Show,25-Jun-21,14
7/9/2021,3,Resident Evil: Infinite Dar…,TV Show,8-Jul-21,1
7/9/2021,4,Mother's Day,Movie,1-Jul-21,6
7/9/2021,5,Too Hot to Handle,TV Show,17-Apr-20,31
7/9/2021,6,Cocomelon,TV Show,1-Jun-20,259
7/9/2021,7,Major Grom: Plague Doctor,Movie,7-Jul-21,1
7/9/2021,8,Fear Street Part 1: 1994,Movie,2-Jul-21,7
7/9/2021,9,Talladega Nights: The Balla…,Movie,1-Jul-21,5
7/9/2021,10,Kung Fu Panda,Movie,1-Jul-21,3
7/10/2021,1,Virgin River,TV Show,6-Dec-19,28
7/10/2021,2,Manifest,TV Show,10-Jun-21,30
7/10/2021,3,Sex/Life,TV Show,25-Jun-21,15
7/10/2021,4,Fear Street Part 2: 1978,Movie,9-Jul-21,1
7/10/2021,5,Atypical,TV Show,11-Aug-17,1
7/10/2021,6,Resident Evil: Infinite Dar…,TV Show,8-Jul-21,2
7/10/2021,7,Cocomelon,TV Show,1-Jun-20,260
7/10/2021,8,Fear Street Part 1: 1994,Movie,2-Jul-21,8
7/10/2021,9,Too Hot to Handle,TV Show,17-Apr-20,32
7/10/2021,10,Mother's Day,Movie,1-Jul-21,7
7/11/2021,1,Virgin River,TV Show,6-Dec-19,29
7/11/2021,2,Manifest,TV Show,10-Jun-21,31
7/11/2021,3,Sex/Life,TV Show,25-Jun-21,16
7/11/2021,4,Atypical,TV Show,11-Aug-17,2
7/11/2021,5,Fear Street Part 2: 1978,Movie,9-Jul-21,2
7/11/2021,6,Major Grom: Plague Doctor,Movie,7-Jul-21,2
7/11/2021,7,Fear Street Part 1: 1994,Movie,2-Jul-21,9
7/11/2021,8,Cocomelon,TV Show,1-Jun-20,261
7/11/2021,9,Resident Evil: Infinite Dar…,TV Show,8-Jul-21,3
7/11/2021,10,Mother's Day,Movie,1-Jul-21,8
7/12/2021,1,Virgin River,TV Show,6-Dec-19,30
7/12/2021,2,Manifest,TV Show,10-Jun-21,32
7/12/2021,3,Atypical,TV Show,11-Aug-17,3
7/12/2021,4,Sex/Life,TV Show,25-Jun-21,17
7/12/2021,5,Fear Street Part 2: 1978,Movie,9-Jul-21,3
7/12/2021,6,Major Grom: Plague Doctor,Movie,7-Jul-21,3
7/12/2021,7,Fear Street Part 1: 1994,Movie,2-Jul-21,10
7/12/2021,8,Cocomelon,TV Show,1-Jun-20,262
7/12/2021,9,Mother's Day,Movie,1-Jul-21,9
7/12/2021,10,Resident Evil: Infinite Dar…,TV Show,8-Jul-21,4
7/13/2021,1,Virgin River,TV Show,6-Dec-19,31
7/13/2021,2,Manifest,TV Show,10-Jun-21,33
7/13/2021,3,Atypical,TV Show,11-Aug-17,4
7/13/2021,4,Sex/Life,TV Show,25-Jun-21,18
7/13/2021,5,Fear Street Part 2: 1978,Movie,9-Jul-21,4
7/13/2021,6,Major Grom: Plague Doctor,Movie,7-Jul-21,4
7/13/2021,7,Cocomelon,TV Show,1-Jun-20,263
7/13/2021,8,Fear Street Part 1: 1994,Movie,2-Jul-21,11
7/13/2021,9,Too Hot to Handle,TV Show,17-Apr-20,33
7/13/2021,10,The Cook of Castamar,TV Show,9-Jul-21,1
7/14/2021,1,Virgin River,TV Show,6-Dec-19,32
7/14/2021,2,Manifest,TV Show,10-Jun-21,34
7/14/2021,3,Atypical,TV Show,11-Aug-17,5
7/14/2021,4,Sex/Life,TV Show,25-Jun-21,19
7/14/2021,5,Cocomelon,TV Show,1-Jun-20,264
7/14/2021,6,Fear Street Part 2: 1978,Movie,9-Jul-21,5
7/14/2021,7,Major Grom: Plague Doctor,Movie,7-Jul-21,5
7/14/2021,8,The Cook of Castamar,TV Show,9-Jul-21,2
7/14/2021,9,Fear Street Part 1: 1994,Movie,2-Jul-21,12
7/14/2021,10,Too Hot to Handle,TV Show,17-Apr-20,34
7/15/2021,1,Virgin River,TV Show,6-Dec-19,33
7/15/2021,2,Manifest,TV Show,10-Jun-21,35
7/15/2021,3,Gunpowder Milkshake,Movie,14-Jul-21,1
7/15/2021,4,Sex/Life,TV Show,25-Jun-21,20
7/15/2021,5,Atypical,TV Show,11-Aug-17,6
7/15/2021,6,Cocomelon,TV Show,1-Jun-20,265
7/15/2021,7,Heist,TV Show,14-Jul-21,1
7/15/2021,8,Fear Street Part 2: 1978,Movie,9-Jul-21,6
7/15/2021,9,The Cook of Castamar,TV Show,9-Jul-21,3
7/15/2021,10,Fear Street Part 1: 1994,Movie,2-Jul-21,13
7/16/2021,1,Virgin River,TV Show,6-Dec-19,34
7/16/2021,2,Never Have I Ever,TV Show,27-Apr-20,15
7/16/2021,3,Gunpowder Milkshake,Movie,14-Jul-21,2
7/16/2021,4,Manifest,TV Show,10-Jun-21,36
7/16/2021,5,Heist,TV Show,14-Jul-21,2
7/16/2021,6,Sex/Life,TV Show,25-Jun-21,21
7/16/2021,7,Atypical,TV Show,11-Aug-17,7
7/16/2021,8,Cocomelon,TV Show,1-Jun-20,266
7/16/2021,9,The Cook of Castamar,TV Show,9-Jul-21,4
7/16/2021,10,Fear Street Part 2: 1978,Movie,9-Jul-21,7
7/17/2021,1,Never Have I Ever,TV Show,27-Apr-20,16
7/17/2021,2,Virgin River,TV Show,6-Dec-19,35
7/17/2021,3,Fear Street Part 3: 1666,Movie,16-Jul-21,1
7/17/2021,4,Gunpowder Milkshake,Movie,14-Jul-21,3
7/17/2021,5,Heist,TV Show,14-Jul-21,3
7/17/2021,6,Manifest,TV Show,10-Jun-21,37
7/17/2021,7,Twilight,Movie,2-Mar-15,1
7/17/2021,8,Sex/Life,TV Show,25-Jun-21,22
7/17/2021,9,Atypical,TV Show,11-Aug-17,8
7/17/2021,10,Cocomelon,TV Show,1-Jun-20,267
7/18/2021,1,Virgin River,TV Show,6-Dec-19,36
7/18/2021,2,Never Have I Ever,TV Show,27-Apr-20,17
7/18/2021,3,Gunpowder Milkshake,Movie,14-Jul-21,4
7/18/2021,4,Fear Street Part 3: 1666,Movie,16-Jul-21,2
7/18/2021,5,Heist,TV Show,14-Jul-21,4
7/18/2021,6,Twilight,Movie,2-Mar-15,2
7/18/2021,7,Manifest,TV Show,10-Jun-21,38
7/18/2021,8,The Twilight Saga: New Moon,Movie,16-Jul-21,1
7/18/2021,9,Sex/Life,TV Show,25-Jun-21,23
7/18/2021,10,Cocomelon,TV Show,1-Jun-20,268
7/19/2021,1,Virgin River,TV Show,6-Dec-19,37
7/19/2021,2,Never Have I Ever,TV Show,27-Apr-20,18
7/19/2021,3,Twilight,Movie,2-Mar-15,3
7/19/2021,4,Heist,TV Show,14-Jul-21,5
7/19/2021,5,Gunpowder Milkshake,Movie,14-Jul-21,5
7/19/2021,6,Manifest,TV Show,10-Jun-21,39
7/19/2021,7,Fear Street Part 3: 1666,Movie,16-Jul-21,3
7/19/2021,8,The Twilight Saga: New Moon,Movie,16-Jul-21,2
7/19/2021,9,Sex/Life,TV Show,25-Jun-21,24
7/19/2021,10,The Twilight Saga: Eclipse,Movie,16-Jul-21,1
7/20/2021,1,Virgin River,TV Show,6-Dec-19,38
7/20/2021,2,Never Have I Ever,TV Show,27-Apr-20,19
7/20/2021,3,Twilight,Movie,2-Mar-15,4
7/20/2021,4,Manifest,TV Show,10-Jun-21,40
7/20/2021,5,Heist,TV Show,14-Jul-21,6
7/20/2021,6,The Twilight Saga: New Moon,Movie,16-Jul-21,3
7/20/2021,7,The Twilight Saga: Eclipse,Movie,16-Jul-21,2
7/20/2021,8,The Twilight Saga: Breaking…,Movie,16-Jul-21,1
7/20/2021,9,Gunpowder Milkshake,Movie,14-Jul-21,6
7/20/2021,10,The Twilight Saga: Breaking…,Movie,16-Jul-21,1
7/21/2021,1,Virgin River,TV Show,6-Dec-19,39
7/21/2021,2,Never Have I Ever,TV Show,27-Apr-20,20
7/21/2021,3,Twilight,Movie,2-Mar-15,5
7/21/2021,4,Manifest,TV Show,10-Jun-21,41
7/21/2021,5,The Twilight Saga: New Moon,Movie,16-Jul-21,4
7/21/2021,6,Heist,TV Show,14-Jul-21,7
7/21/2021,7,The Twilight Saga: Breaking…,Movie,16-Jul-21,2
7/21/2021,8,The Twilight Saga: Eclipse,Movie,16-Jul-21,3
7/21/2021,9,The Twilight Saga: Breaking…,Movie,16-Jul-21,2
7/21/2021,10,Sex/Life,TV Show,25-Jun-21,25
7/22/2021,1,Virgin River,TV Show,6-Dec-19,40
7/22/2021,2,Never Have I Ever,TV Show,27-Apr-20,21
7/22/2021,3,Twilight,Movie,2-Mar-15,6
7/22/2021,4,Manifest,TV Show,10-Jun-21,42
7/22/2021,5,The Twilight Saga: New Moon,Movie,16-Jul-21,5
7/22/2021,6,Heist,TV Show,14-Jul-21,8
7/22/2021,7,The Twilight Saga: Breaking…,Movie,16-Jul-21,3
7/22/2021,8,The Twilight Saga: Eclipse,Movie,16-Jul-21,4
7/22/2021,9,The Twilight Saga: Breaking…,Movie,16-Jul-21,3
7/22/2021,10,Sex/Life,TV Show,25-Jun-21,26
7/23/2021,1,Virgin River,TV Show,6-Dec-19,41
7/23/2021,2,Never Have I Ever,TV Show,27-Apr-20,22
7/23/2021,3,Manifest,TV Show,10-Jun-21,43
7/23/2021,4,Twilight,Movie,2-Mar-15,7
7/23/2021,5,The Twilight Saga: New Moon,Movie,16-Jul-21,6
7/23/2021,6,The Twilight Saga: Breaking…,Movie,16-Jul-21,4
7/23/2021,7,The Twilight Saga: Eclipse,Movie,16-Jul-21,5
